,RESULT,NAME_LONG
0,45000,전라북도
1,45110,전라북도 전주시
2,45111,전라북도 전주시 완산구
3,45113,전라북도 전주시 덕진구
4,45130,전라북도 군산시
5,45140,전라북도 익산시
6,45180,전라북도 정읍시
7,45190,전라북도 남원시
8,45210,전라북도 김제시
9,45710,전라북도 완주군
10,45720,전라북도 진안군
11,45730,전라북도 무주군
12,45740,전라북도 장수군
13,45750,전라북도 임실군
14,45770,전라북도 순창군
15,45790,전라북도 고창군
16,45800,전라북도 부안군
