,RESULT,NAME_LONG
0,42000,강원도
1,42110,강원도 춘천시
2,42130,강원도 원주시
3,42150,강원도 강릉시
4,42170,강원도 동해시
5,42190,강원도 태백시
6,42210,강원도 속초시
7,42230,강원도 삼척시
8,42720,강원도 홍천군
9,42730,강원도 횡성군
10,42750,강원도 영월군
11,42760,강원도 평창군
12,42770,강원도 정선군
13,42780,강원도 철원군
14,42790,강원도 화천군
15,42800,강원도 양구군
16,42810,강원도 인제군
17,42820,강원도 고성군
18,42830,강원도 양양군
