,RESULT,NAME_LONG
0,47000,경상북도
1,47110,경상북도 포항시
2,47111,경상북도 포항시 남구
3,47113,경상북도 포항시 북구
4,47130,경상북도 경주시
5,47150,경상북도 김천시
6,47170,경상북도 안동시
7,47190,경상북도 구미시
8,47210,경상북도 영주시
9,47230,경상북도 영천시
10,47250,경상북도 상주시
11,47280,경상북도 문경시
12,47290,경상북도 경산시
13,47720,경상북도 군위군
14,47730,경상북도 의성군
15,47750,경상북도 청송군
16,47760,경상북도 영양군
17,47770,경상북도 영덕군
18,47820,경상북도 청도군
19,47830,경상북도 고령군
20,47840,경상북도 성주군
21,47850,경상북도 칠곡군
22,47900,경상북도 예천군
23,47920,경상북도 봉화군
24,47930,경상북도 울진군
25,47940,경상북도 울릉군
