,RESULT,NAME_LONG
0,44000,충청남도
1,44130,충청남도 천안시
2,44131,충청남도 천안시 동남구
3,44133,충청남도 천안시 서북구
4,44150,충청남도 공주시
5,44180,충청남도 보령시
6,44200,충청남도 아산시
7,44210,충청남도 서산시
8,44230,충청남도 논산시
9,44250,충청남도 계룡시
10,44270,충청남도 당진시
11,44710,충청남도 금산군
12,44760,충청남도 부여군
13,44770,충청남도 서천군
14,44790,충청남도 청양군
15,44800,충청남도 홍성군
16,44810,충청남도 예산군
17,44825,충청남도 태안군
