,RESULT,NAME_LONG
0,28000,인천광역시
1,28110,인천광역시 중구
2,28140,인천광역시 동구
3,28177,인천광역시 미추홀구
4,28185,인천광역시 연수구
5,28200,인천광역시 남동구
6,28237,인천광역시 부평구
7,28245,인천광역시 계양구
8,28260,인천광역시 서구
9,28710,인천광역시 강화군
10,28720,인천광역시 옹진군
