,RESULT,NAME_LONG
0,43000,충청북도
1,43110,충청북도 청주시
2,43111,충청북도 청주시 상당구
3,43112,충청북도 청주시 서원구
4,43113,충청북도 청주시 흥덕구
5,43114,충청북도 청주시 청원구
6,43130,충청북도 충주시
7,43150,충청북도 제천시
8,43720,충청북도 보은군
9,43730,충청북도 옥천군
10,43740,충청북도 영동군
11,43745,충청북도 증평군
12,43750,충청북도 진천군
13,43760,충청북도 괴산군
14,43770,충청북도 음성군
15,43800,충청북도 단양군
