,RESULT,NAME_LONG
0,27000,대구광역시
1,27110,대구광역시 중구
2,27140,대구광역시 동구
3,27170,대구광역시 서구
4,27200,대구광역시 남구
5,27230,대구광역시 북구
6,27260,대구광역시 수성구
7,27290,대구광역시 달서구
8,27710,대구광역시 달성군
