SIDONAME,ZSCODE,ZCODE,COUNT
충청북도,43000,43,6166
충청북도 청주시,43110,43,3691
충청북도 청주시 상당구,43111,43,0
충청북도 청주시 서원구,43112,43,0
충청북도 청주시 흥덕구,43113,43,0
충청북도 청주시 청원구,43114,43,0
충청북도 충주시,43130,43,729
충청북도 제천시,43150,43,530
충청북도 보은군,43720,43,64
충청북도 옥천군,43730,43,122
충청북도 영동군,43740,43,80
충청북도 증평군,43745,43,80
충청북도 진천군,43750,43,333
충청북도 괴산군,43760,43,90
충청북도 음성군,43770,43,370
충청북도 단양군,43800,43,77
